RecipeName,Cuisine,Quantity,Unit,Ingredient
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,4,,Karela Bitter Gourd/ Pavakkai  sliced into rounds
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1/4,cup,Hung Curd Greek Yogurt
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1/2,cup,Sev
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1/4,cup,Gram flour besan
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1/4,cup,Aloo Bhujia  optional
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1,teaspoon,Black Salt Kala Namak  adjust to taste
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,,,Coriander Dhania Leaves  small bunch
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,,,Dates  few
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1,tablespoon,Sweet Chutney Date  Tamarind
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,,,Sunflower Oil  as needed
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1,teaspoon,Red Chilli powder  adjust
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,2,teaspoons,Coriander Powder Dhania
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1,teaspoon,Chaat Masala Powder
Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,Indian,1,pinch,Asafoetida hing
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,1,teaspoon,Kashmiri Red Chilli Powder
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,1,,Onion diced
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,3,teaspoons,Sunflower Oil
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,1,teaspoon,Garam masala powder
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,,,Salt  to taste
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,1,inch,Ginger  grated
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,2,teaspoon,Kasuri Methi Dried Fenugreek Leaves
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,1,teaspoon,Coriander Powder Dhania
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,10,,cloves Garlic  chopped
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,500,grams,Chicken thighs  skinless and boneless
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,1/3,cup,Coriander Dhania Leaves  chopped
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,6,,Tomatoes desseded
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,3,,Green Chillies  slit
Tomato Chicken Roast Recipe Flavoured With Kasuri Methi,Indian,1/4,teaspoon,Turmeric powder Haldi
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,100,grams,Amla Nellikai/ Gooseberry  deseeded and finely chopped
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,,,Salt  to taste
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,1,teaspoon,Red Chilli powder
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,1,teaspoon,Mustard seeds
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,1,teaspoon,Mustard oil
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,1/2,teaspoon,Asafoetida hing
Nellikai Oorugai / Amla Sambhario Recipe (Instant Gooseberry Piccile Recipe),Indian,1,teaspoon,Methi Seeds Fenugreek Seeds  roasted and powdered
Kaju Badam Ladoo Recipe,Indian,11/4,cups,Sugar
Kaju Badam Ladoo Recipe,Indian,,,Ghee  for greasing
Kaju Badam Ladoo Recipe,Indian,1,cup,Badam Almond
Kaju Badam Ladoo Recipe,Indian,1,cup,Cashew nuts
Kaju Badam Ladoo Recipe,Indian,1/2,cup,Water
Kaju Badam Ladoo Recipe,Indian,1,teaspoon,Cardamom Powder Elaichi
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,1,cup,yogurt
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,1/2,teaspoon,cumin powder  take it out
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,1,teaspoon,Dijon mustard
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,1/4,teaspoon,red chili powder
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,1,cup,banana  fried
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,1,teaspoon,sugar
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,1/4,cup,pomegranate
Banana Pomegranate Raita Recipe - Kela Anar Raita,Indian,,,salt  According to taste
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,1/2,teaspoon,Cumin powder Jeera
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,500,grams,Baby Potatoes
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,2,teaspoons,Sesame seeds Til seeds  dry roasted
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,1,,Green Chilli
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,1,cup,Coriander Dhania Leaves  roughly chopped
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,1/2,teaspoon,Black pepper powder
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,1,inch,Ginger
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,1/2,teaspoon,Garam masala powder  optional
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,2,teaspoons,Lemon juice
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,1,tablespoon,Ghee  or clarified butter
Dhania Wale Aloo Recipe - Coriander Potato Dry,Indian,,,Rock Salt  you can use the normal salt too
Tender Coconut Ice Cream Recipe,Indian,1,cup,Fresh cream
Tender Coconut Ice Cream Recipe,Indian,1/4,cup,Sugar  granulated
Tender Coconut Ice Cream Recipe,Indian,,,Honey  for glazing Optional
Tender Coconut Ice Cream Recipe,Indian,,,Ice cream cone  Optional
Tender Coconut Ice Cream Recipe,Indian,1,cup,Tender coconut meat   Little extra
Tender Coconut Ice Cream Recipe,Indian,1/2,cup,Condensed Milk
Tender Coconut Ice Cream Recipe,Indian,1/2,cup,Tender coconut water
Milk Powder Chena Burfi Recipe,Indian,11/2,liter,Milk
Milk Powder Chena Burfi Recipe,Indian,3,tablespoons,Ghee
Milk Powder Chena Burfi Recipe,Indian,1,cup,Condensed Milk
Milk Powder Chena Burfi Recipe,Indian,1,,or 2 Yellow food colour  optional
Milk Powder Chena Burfi Recipe,Indian,1/8,teaspoon,Saffron strands  optional
Milk Powder Chena Burfi Recipe,Indian,1/2,cup,Milk Powder
Milk Powder Chena Burfi Recipe,Indian,2,tablespoons,White vinegar  or lime juice
Milk Powder Chena Burfi Recipe,Indian,1,tablespoon,Pistachios  chopped
Milk Powder Chena Burfi Recipe,Indian,4,,Cardamom Elaichi Pods/Seeds  crushed
Milk Powder Chena Burfi Recipe,Indian,1/2,cup,Sugar
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,1,,Carrot Gajjar  grated
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,1/4,,Cumin powder Jeera  optional
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,5,,to 6 Cashew nuts  chopped
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,200,grams,Curd Dahi / Yogurt
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,1,,Orange peeled and sliced
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,5,,Walnuts chopped
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,,,Salt  or sugar as per preference
Carrot Orange Walnut Raita (Fruity Nutty Yogurt) Recipe,Indian,1,pinch,Raita masala  optional
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,1,teaspoon,Cumin powder Jeera
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,,,Salt  to taste
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,1,teaspoon,Red Chilli powder
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,1,teaspoon,Coriander Powder Dhania
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,1/2,teaspoon,Garam masala powder
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,2,tablespoons,Sweet Chutney Date  Tamarind
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,,,Coriander Dhania Leaves  chopped few
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,1,tablespoon,Ginger  paste
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,3,,Potato Aloo  boiled
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,1,,Green Chilli  chopped
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,1,tablespoon,Sunflower Oil
Till Wale Aloo Recipe - Sesame Potato Sabzi,Indian,11/2,tablespoons,Sesame seeds Til seeds
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,1,pinch,Turmeric powder Haldi
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,1/2,teaspoon,Mustard seeds
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,2,,sprig Curry leaves
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,2,teaspoons,Sunflower Oil
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,,,Salt  to taste
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,1,teaspoon,Coriander Powder Dhania
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,2,tablespoons,Raw Peanuts Moongphali  coarsely ground
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,2,,Dry Red Chillies
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,400,grams,Tindora Dondakaya/ Kovakkai  sliced to roundels
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,2,teaspoons,Sesame seeds Til seeds  roasted
"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry",Indian,1/2,teaspoon,Red Chilli powder
Leftover Roti Cutlet Recipe,Indian,1/2,tablespoon,Amchur Dry Mango Powder
Leftover Roti Cutlet Recipe,Indian,1,tablespoon,Lemon juice
Leftover Roti Cutlet Recipe,Indian,1/2,cup,Sweet corn  mashed
Leftover Roti Cutlet Recipe,Indian,4,,Phulk a
Leftover Roti Cutlet Recipe,Indian,,,Salt  to taste
Leftover Roti Cutlet Recipe,Indian,1,teaspoon,Red Chilli powder
Leftover Roti Cutlet Recipe,Indian,23,,Green Chillies  finely chopped
Leftover Roti Cutlet Recipe,Indian,1/2,tablespoon,Black pepper powder
Leftover Roti Cutlet Recipe,Indian,1/2,tablespoon,Red Chilli flakes
Leftover Roti Cutlet Recipe,Indian,1,cup,Whole Wheat Bread crumbs
Leftover Roti Cutlet Recipe,Indian,1,tablespoon,Corn flour
Leftover Roti Cutlet Recipe,Indian,1,cup,Carrot Gajjar  grated
Leftover Roti Cutlet Recipe,Indian,2,cup,Potato Aloo  mashed
Leftover Roti Cutlet Recipe,Indian,1,cup,Onion  finely chopped
Sprouted Moong And Onion Fritters Recipe,Indian,,,Salt  to taste
Sprouted Moong And Onion Fritters Recipe,Indian,1/2,teaspoon,Coriander Powder Dhania
Sprouted Moong And Onion Fritters Recipe,Indian,1/2,cup,Gram flour besan
Sprouted Moong And Onion Fritters Recipe,Indian,1/2,teaspoon,Garam masala powder
Sprouted Moong And Onion Fritters Recipe,Indian,2,,Green Chillies  finely chopped
Sprouted Moong And Onion Fritters Recipe,Indian,2,tablespoon,Rice flour
Sprouted Moong And Onion Fritters Recipe,Indian,,,Red Chilli powder  to taste
Sprouted Moong And Onion Fritters Recipe,Indian,1/4,cup,Green Moong Sprouts
Sprouted Moong And Onion Fritters Recipe,Indian,,,Sunflower Oil  to deep fry
Sprouted Moong And Onion Fritters Recipe,Indian,1/2,teaspoon,Lemon juice
Sprouted Moong And Onion Fritters Recipe,Indian,2,tablespoon,Coriander Dhania Leaves  finely chopped
Sprouted Moong And Onion Fritters Recipe,Indian,1/4,teaspoon,Ginger  grated
Sprouted Moong And Onion Fritters Recipe,Indian,1,,Onion thinly sliced
Corn only quiche recipe,Indian,2,cups,All Purpose Flour Maida
Corn only quiche recipe,Indian,,,Sunflower Oil  for deep frying
Corn only quiche recipe,Indian,1,cup,Sweet corn
Corn only quiche recipe,Indian,,,Salt  to taste
Corn only quiche recipe,Indian,1/4,cup,Ghee  melted
Corn only quiche recipe,Indian,1,teaspoon,Garam masala powder
Corn only quiche recipe,Indian,1/4,teaspoon,Ajwain Carom seeds
Corn only quiche recipe,Indian,1,inch,Ginger  grated
Corn only quiche recipe,Indian,2,teaspoons,Fennel seeds Saunf
Corn only quiche recipe,Indian,1/2,teaspoon,Chaat Masala Powder
Corn only quiche recipe,Indian,2,,Green Chillies  finely chopped
Corn only quiche recipe,Indian,,,Coriander Dhania Leaves  small bunch
Corn only quiche recipe,Indian,2,cups,Green peas Matar
Masala Cornflakes Chicken Recipe,Indian,1/2,teaspoon,Turmeric powder Haldi
Masala Cornflakes Chicken Recipe,Indian,1/2,cup,Coriander Dhania Leaves  chopped
Masala Cornflakes Chicken Recipe,Indian,,,Salt  to taste
Masala Cornflakes Chicken Recipe,Indian,2,cups,Corn flakes  made to a coarse powder
Masala Cornflakes Chicken Recipe,Indian,1/2,teaspoon,Garam masala powder
Masala Cornflakes Chicken Recipe,Indian,2,teaspoon,Coriander Powder Dhania
Masala Cornflakes Chicken Recipe,Indian,1,kg,Boneless chicken  cut into bite sized pieces 1
Masala Cornflakes Chicken Recipe,Indian,1,tablespoon,Ginger Garlic Paste
Masala Cornflakes Chicken Recipe,Indian,2,teaspoon,Red Chilli powder
Masala Cornflakes Chicken Recipe,Indian,,,Sunflower Oil  to fry
Masala Cornflakes Chicken Recipe,Indian,2,,Whole Eggs  beaten
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,2,,Green Chillies
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,250,grams,Button mushrooms
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,1,teaspoon,Ginger Garlic Paste
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,2,teaspoons,Sunflower Oil
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,,,Salt  to taste
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,1,teaspoon,Cumin seeds Jeera
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,1,cup,Methi Leaves Fenugreek Leaves
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,2,,Cloves Laung
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,1,,Bay leaf tej patta
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,1,,Onio n
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,1,cup,Brown Rice
One Pot Methi Mushroom Brown Rice Pulao Recipe,Indian,1/2,inch,Cinnamon Stick Dalchini
Thulli Recipe (Broken Wheat Halwa),Indian,1,tablespoon,Fennel seeds Saunf
Thulli Recipe (Broken Wheat Halwa),Indian,,,Saffron strands  few
Thulli Recipe (Broken Wheat Halwa),Indian,11/2,cup,Sugar
Thulli Recipe (Broken Wheat Halwa),Indian,4,tablespoons,Ghee
Thulli Recipe (Broken Wheat Halwa),Indian,1,tablespoon,Milk  lukewarm
Thulli Recipe (Broken Wheat Halwa),Indian,1,cup,Broken Wheat Dalia/ Godumai Rava
Thulli Recipe (Broken Wheat Halwa),Indian,10,,Cashew nuts
Thulli Recipe (Broken Wheat Halwa),Indian,3,cups,Water
Thulli Recipe (Broken Wheat Halwa),Indian,1/2,tablespoon,Cardamom Powder Elaichi
Pista Burfi Recipe - Indian Spiced Pistachio Fudge,Indian,1/4,cup,Fresh coconut  grated
Pista Burfi Recipe - Indian Spiced Pistachio Fudge,Indian,1,cup,Sugar
Pista Burfi Recipe - Indian Spiced Pistachio Fudge,Indian,1,teaspoon,Cardamom Powder Elaichi
Pista Burfi Recipe - Indian Spiced Pistachio Fudge,Indian,2,cups,Pistachios
Carrot Chutney Recipe,Indian,,,Salt  to taste
Carrot Chutney Recipe,Indian,1,teaspoon,Mustard seeds
Carrot Chutney Recipe,Indian,3,,Carrots Gajjar
Carrot Chutney Recipe,Indian,6,,Curry leaves
Carrot Chutney Recipe,Indian,1,tablespoon,Sunflower Oil
Carrot Chutney Recipe,Indian,1,teaspoon,Jaggery
Carrot Chutney Recipe,Indian,1,tablespoon,Mustard seeds
Carrot Chutney Recipe,Indian,8,,Dry Red Chillies
Stuffed Palak Paneer Paratha,Indian,1,teaspoon,Cumin powder Jeera
Stuffed Palak Paneer Paratha,Indian,,,Salt  to taste
Stuffed Palak Paneer Paratha,Indian,,,Salt  a pinch
Stuffed Palak Paneer Paratha,Indian,2,cups,Spinach Leaves Palak  finely chopped
Stuffed Palak Paneer Paratha,Indian,1,cup,Paneer Homemade Cottage Cheese  grated/crumbled
Stuffed Palak Paneer Paratha,Indian,,,Water  as needed
Stuffed Palak Paneer Paratha,Indian,2,tablespoons,Kasuri Methi Dried Fenugreek Leaves  crushed
Stuffed Palak Paneer Paratha,Indian,2,cups,Whole Wheat Flour
Stuffed Palak Paneer Paratha,Indian,1/4,teaspoon,Turmeric powder Haldi
Stuffed Palak Paneer Paratha,Indian,1,teaspoon,Sunflower Oil
Stuffed Palak Paneer Paratha,Indian,2,teaspoon,Red Chilli powder
Stuffed Palak Paneer Paratha,Indian,1,teaspoon,Amchur Dry Mango Powder
Stuffed Palak Paneer Paratha,Indian,,,Nutralite Classic Spread  to cook parathas
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,,,Salt  as per taste
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,500,grams,of chicken  cut it
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,2,inch,ginger
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,2,,onion s
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,1,,tbsp coriander powder
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,,,water  as per use
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,7,,cloves garlic
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,18,,green chillies  can also reduce
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,1,inch,cinnamon
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,4,,lon g
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,2,tablespoons,green coriander
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,2,tsp,oil
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,3,,tomatoe s
Green Chilli Chicken Fry Recipe - Green Chilli Chicken Fry Recipe,Indian,1/2,,lemo n
Tofu and Chickpea Patty Recipe (Cutlets),Indian,1,teaspoon,Cumin powder Jeera
Tofu and Chickpea Patty Recipe (Cutlets),Indian,,,Salt  to taste
Tofu and Chickpea Patty Recipe (Cutlets),Indian,,,Extra Virgin Olive Oil  for shallow frying
Tofu and Chickpea Patty Recipe (Cutlets),Indian,2,,Green Chillies  finely chopped
Tofu and Chickpea Patty Recipe (Cutlets),Indian,1,,Onion finely chopped
Tofu and Chickpea Patty Recipe (Cutlets),Indian,2,inch,Ginger  grated
Tofu and Chickpea Patty Recipe (Cutlets),Indian,1,cup,Whole Wheat Bread crumbs  optional
Tofu and Chickpea Patty Recipe (Cutlets),Indian,200,grams,Tofu  grated
Tofu and Chickpea Patty Recipe (Cutlets),Indian,,,Coriander Dhania Leaves  small bunch
Tofu and Chickpea Patty Recipe (Cutlets),Indian,1,cup,Kala Chana Brown Chickpeas  cooked until soft
Tofu and Chickpea Patty Recipe (Cutlets),Indian,2,teaspoon,Chaat Masala Powder
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,1,teaspoon,Sugar
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,1/2,teaspoon,Whole Black Peppercorns
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,4,,Green Chillies
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,,,Coriander Dhania Leaves  finely chopped
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,1,teaspoon,Fennel seeds Saunf
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,1,tablespoon,Sunflower Oil
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,,,Salt
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,1,,Amchur Dry Mango Powder
Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),Indian,1,,Kaddu Parangikai/ Pumpkin
Mixed Sprouts Sabzi Recipe,Indian,1/2,tablespoon,Red Chilli powder
Mixed Sprouts Sabzi Recipe,Indian,,,Coriander Dhania Leaves  chopped
Mixed Sprouts Sabzi Recipe,Indian,1/2,tablespoon,Coriander Powder Dhania
Mixed Sprouts Sabzi Recipe,Indian,,,Salt  to taste
Mixed Sprouts Sabzi Recipe,Indian,1,tablespoon,Cumin seeds Jeera
Mixed Sprouts Sabzi Recipe,Indian,1,,Onion chopped
Mixed Sprouts Sabzi Recipe,Indian,1/2,tablespoon,Garam masala powder
Mixed Sprouts Sabzi Recipe,Indian,1/2,tablespoon,Turmeric powder Haldi
Mixed Sprouts Sabzi Recipe,Indian,3,cups,Water  for cooking
Mixed Sprouts Sabzi Recipe,Indian,1/2,tablespoon,Cumin powder Jeera
Mixed Sprouts Sabzi Recipe,Indian,,,pinch Asafoetida hing
Mixed Sprouts Sabzi Recipe,Indian,1,tablespoon,Ginger Garlic Paste
Mixed Sprouts Sabzi Recipe,Indian,1,,or 2 Green Chillies  chopped
Mixed Sprouts Sabzi Recipe,Indian,2,,Mixed Sprouts  bowls
Mixed Sprouts Sabzi Recipe,Indian,1,,Tomato chopped
Mixed Sprouts Sabzi Recipe,Indian,2,tablespoon,Sunflower Oil
Tandoori Aloo Gobi Kathi Roll Recipe - Spicy Aloo Gobi Frankie,Indian,1,,Cauliflower gobi  cut into florets
Tandoori Aloo Gobi Kathi Roll Recipe - Spicy Aloo Gobi Frankie,Indian,,,Salt
Tandoori Aloo Gobi Kathi Roll Recipe - Spicy Aloo Gobi Frankie,Indian,2,teaspoons,Sunflower Oil
